year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
1990,38,143.73,299.85714289999993,299.9,296.4314286,301.7,298.7,36.6,81.63714286,143.73,17.89285714,1.7428571430000002,28.24285714,8.114285714,32.8,23.9,3.3,40
1990,39,51.39,300.4271429,300.6,296.0285714,302.4,299.1,16.4,77.04857143,51.39,17.46857143,2.257142857,28.34285714,7.728571429,32.8,24.4,15.8,27
1990,40,31.18,300.7757143,300.85,296.6642857,303.3,299.1,36.1,78.52,31.18,18.18,2.9,28.77142857,8.028571429,33.3,23.9,11.7,42
1990,41,51.42,299.85714289999993,299.9428571,296.92857139999995,301.8,298.1,132.4,84.11,51.42,18.51285714,2.5714285709999998,28.62857143,7.3142857139999995,33.3,24.4,57.7,33
1990,42,143.55,299.1957143,299.3071429,296.5442857,301.5,297.5,279.6,85.62142857,143.55,18.11571429,1.871428571,27.62857143,7.4,32.8,23.3,61.8,43
1990,43,127.03,298.90285710000006,299.04285710000005,296.25714289999996,300.9,297.2,94.52,85.50285714,127.03,17.75,1.8,26.77142857,7.628571429,32.2,21.7,91.5,37
1990,44,101.35,299.72714289999993,299.7785714,296.5342857,301.4,298.5,22.26,82.78714286,101.35,18.03428571,1.785714286,27.97142857,8.642857142999999,33.3,22.8,6.3,57
1990,45,20.46,299.97285710000006,300.0357143,296.56428569999997,302.2,298.5,14.4,81.71571429,20.46,18.07428571,2.385714286,28.47142857,8.428571429,33.3,23.9,6.6,71
1990,46,20.0,300.35,300.5,295.68714289999997,302.3,298.8,7.1,75.72857143,20.0,17.08571429,2.2,27.54285714,8.6,32.8,22.2,38.9,44
1990,47,20.04,299.51142860000004,299.6357143,295.3757143,301.6,297.0,36.7,78.15142857,20.04,16.75285714,2.528571429,26.8,7.414285714,31.7,22.2,9.6,56
1990,48,33.61,298.23857139999996,298.26428569999996,294.81142860000006,300.2,296.5,44.3,81.38571429,33.61,16.20857143,1.9857142859999999,26.2,7.128571429,31.1,20.6,26.7,53
1990,49,9.96,298.54285710000005,298.68571430000003,294.78285710000006,300.8,296.7,71.8,79.90857143,9.96,16.16142857,2.057142857,25.98571429,5.542857142999999,29.4,22.2,69.0,52
1990,50,0.0,298.2028571000001,298.2785714,292.00428569999997,300.6,296.1,4.1,68.72285714,0.0,13.61571429,2.9857142860000003,24.68571429,7.771428571,29.4,19.4,2.8,47
1990,51,52.45,298.2971428999999,298.37857139999994,294.55857139999995,300.9,296.0,32.31,80.08285714,52.45,15.95428571,2.871428571,25.71428571,6.585714286,30.6,21.1,19.8,26
1990,52,0.0,298.03857139999997,298.0857143,292.1057143,299.8,295.3,5.46,69.68142857,0.0,13.68285714,2.285714286,25.15714286,5.842857143,28.9,21.1,20.9,27
1991,1,0.0,297.06,297.1357143,291.90714289999994,299.0,293.9,4.8,72.93857143,0.0,13.51142857,2.528571429,24.38571429,7.457142857000001,29.4,18.9,5.3,21
1991,2,15.85,297.6742857,297.8285714,293.28285710000006,299.3,295.8,26.33,76.62857143,15.85,14.67142857,1.885714286,24.91428571,6.3142857139999995,28.3,21.1,31.7,21
1991,3,0.0,297.42285710000004,297.65714289999994,293.41285710000005,299.3,296.1,27.4,78.5,0.0,14.79857143,2.0,25.24285714,6.571428571,29.4,21.1,16.5,26
1991,4,0.0,297.88428569999996,298.15,292.3828571,300.3,296.0,0.7,71.59714286,0.0,13.87857143,2.557142857,24.71428571,7.771428571,29.4,18.3,6.8,34
1991,5,0.0,298.0442857,298.22857139999996,292.5728571,300.1,295.0,5.7,71.78428571,0.0,14.04428571,2.7714285710000004,24.82857143,8.157142857,30.0,18.9,5.9,37
1991,6,0.0,297.74,297.92857139999995,293.15,299.7,295.0,19.69,75.79428571,0.0,14.54142857,2.4285714290000002,25.05714286,6.885714286,30.0,20.6,7.3,17
1991,7,18.05,296.88428569999996,297.1142857,292.97285710000006,300.2,294.1,21.4,78.89571429,18.05,14.46,3.2,25.14285714,8.871428571000001,32.2,18.9,5.6,19
1991,8,0.0,297.4142857,297.6142857,293.63142860000005,300.1,295.8,26.2,79.74,0.0,15.03571429,2.5714285709999998,25.84285714,8.471428571,32.2,20.0,17.8,25
1991,9,31.79,297.5057143,297.8285714,293.40714289999994,299.8,295.8,23.8,77.97714286,31.79,14.79428571,2.114285714,25.25714286,7.2,30.6,20.0,30.7,18
1991,10,0.0,297.77714289999994,298.0785714,293.5314286,300.3,296.4,8.3,77.31571429,0.0,14.92,2.242857143,26.01428571,8.314285714,31.1,20.6,10.9,21
1991,11,0.0,297.4314286,297.6357143,293.3357143,300.1,295.7,13.37,78.13857143,0.0,14.78714286,2.7285714289999996,25.92857143,8.971428571,31.7,20.6,3.6,17
1991,12,0.0,297.40714289999994,297.6142857,293.25428569999997,300.4,295.4,11.1,77.88285714,0.0,14.74571429,2.542857143,26.08571429,6.971428571000001,32.2,21.1,5.7,17
1991,13,0.0,297.47,297.6928571,293.74,301.0,295.7,21.26,80.00142857,0.0,15.14857143,2.757142857,26.05714286,6.585714286,32.2,22.2,26.9,16
1991,14,12.92,297.06428569999997,297.18571430000003,292.48,299.4,295.4,20.9,75.66285714,12.92,13.99142857,2.285714286,25.24285714,6.8142857139999995,28.9,20.6,4.1,16
1991,15,6.0,297.37285710000003,297.65714289999994,293.61571430000004,299.2,295.9,19.78,79.62857143,6.0,14.99285714,2.628571429,25.3,6.514285714,28.9,21.1,18.8,15
1991,16,44.57,297.2842857,297.39285710000007,292.17,298.9,296.0,21.9,73.35142857,44.57,13.73285714,2.014285714,25.51428571,6.271428571,29.4,21.1,19.4,23
1991,17,32.72,298.07428569999996,298.23571430000004,294.0285714,299.6,296.7,19.7,78.44714286,32.72,15.46142857,2.3,26.52857143,8.014285714,32.8,21.7,3.5,16
1991,18,0.0,298.83142860000004,299.07142860000005,294.97,301.0,297.1,8.38,79.36,0.0,16.31428571,2.8,27.31428571,7.714285714,32.2,22.8,2.8,17
1991,19,35.38,298.6385714,298.7214286,294.81285710000003,300.9,297.2,20.6,79.54142857,35.38,16.18571429,2.414285714,26.92857143,6.928571429,31.7,22.8,40.2,12
1991,20,4.16,298.3257143,298.40714289999994,294.61857139999995,300.1,296.6,35.37,80.06714286,4.16,15.97428571,2.5,26.52857143,6.585714286,30.6,22.8,32.8,17
1991,21,51.16,298.5842857,298.45714289999995,295.1242857,300.4,297.0,59.3,81.30142857,51.16,16.50142857,1.857142857,27.38571429,6.7,31.7,22.8,3.6,10
1991,22,55.37,298.80857139999995,298.8857143,295.2742857,301.1,297.3,43.4,81.08857143,55.37,16.64571429,2.142857143,27.94285714,7.014285714,33.3,23.3,5.6,15
1991,23,8.08,299.5185714,299.75,294.92571430000004,301.6,297.4,5.0,76.07428571,8.08,16.32428571,2.871428571,28.07142857,7.5,33.3,23.3,20.6,19
1991,24,6.09,299.89142860000004,300.07142860000005,295.49285710000004,301.8,298.4,5.82,77.03571429,6.09,16.88285714,2.4,28.22857143,7.971428571000001,33.9,23.9,9.4,21
1991,25,44.25,299.7757143,299.9714286,296.3,301.9,298.4,17.0,81.42142857,44.25,17.70428571,2.171428571,28.92857143,7.142857143,33.9,25.0,3.3,14
1991,26,73.76,299.41,299.47857139999996,296.22857139999996,302.5,297.7,37.8,82.74571429,73.76,17.62857143,2.042857143,27.91428571,7.4,32.8,22.8,12.4,18
1991,27,26.7,299.37142860000006,299.3857143,295.9457143,302.4,297.4,51.99,81.69428571,26.7,17.35285714,2.142857143,28.37142857,6.6,32.8,23.9,24.7,13
1991,28,6.13,300.00142860000005,300.1714286,295.7914286,302.1,297.9,18.7,77.87714286,6.13,17.15142857,2.4285714290000002,28.41428571,6.671428571,32.8,24.4,4.6,14
1991,29,29.67,300.2342857,300.34285710000006,296.08142860000004,302.2,298.6,23.6,78.24142857,29.67,17.47285714,2.4285714290000002,28.8,6.914285714,33.9,23.9,12.2,18
1991,30,56.58,299.80857139999995,299.97857139999996,296.33285710000007,302.1,298.2,27.4,81.48285714,56.58,17.73428571,2.242857143,28.0,5.885714286,32.8,24.4,43.1,23
1991,31,48.41,299.85285710000005,299.9642857,296.47857139999996,302.0,298.3,34.39,81.89714286,48.41,17.87857143,2.3,28.57142857,6.342857143,33.3,25.0,18.0,25
1991,32,13.29,299.83142860000004,299.8642857,296.4685714,301.8,298.1,31.5,81.96,13.29,17.89571429,2.242857143,28.5,6.514285714,32.8,24.4,12.5,62
1991,33,0.0,300.42,300.65,296.4842857,302.8,298.7,20.4,79.19714286,0.0,17.91142857,2.185714286,29.42857143,5.471428571000001,33.3,25.6,3.3,60
1991,34,51.88,300.31142860000006,300.3857143,296.58142860000004,302.6,298.3,25.47,80.25571429,51.88,18.01142857,2.4,29.27142857,7.514285714,34.4,24.4,1.5,76
1991,35,55.2,300.1171429,300.2,296.67,302.3,298.6,23.8,81.59428571,55.2,18.09142857,2.371428571,28.15714286,7.0,32.2,23.9,10.7,66
1991,36,65.9,300.1057143,300.15,296.79857139999996,302.3,298.4,42.33,82.31,65.9,18.26285714,2.128571429,28.94285714,7.542857142999999,34.4,24.4,27.2,64
1991,37,33.56,300.54,300.6357143,296.45142860000004,302.8,298.7,11.4,78.62714286,33.56,17.89571429,3.042857143,28.97142857,7.7,33.9,23.3,61.0,68
1991,38,29.53,300.52714289999994,300.6,296.90142860000003,303.0,298.8,28.8,80.87714286,29.53,18.4,2.457142857,28.91428571,6.8,33.3,24.4,7.9,89
1991,39,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.42428571,73.55,18.04428571,2.0714285709999998,28.14285714,6.6857142860000005,32.8,24.4,31.8,92
1991,40,31.68,299.65,299.6928571,296.39714289999995,301.6,298.3,60.0,82.48571429,31.68,17.85,2.042857143,27.74285714,6.914285714,32.8,23.3,26.5,140
1991,41,32.1,299.56285710000003,299.6714286,295.88714289999996,302.0,297.6,55.1,80.51571429,32.1,17.34428571,2.257142857,27.65714286,6.614285714,31.7,22.8,8.3,116
1991,42,3.29,299.89714289999995,299.9214286,296.0185714,302.0,298.1,31.19,79.38285714,3.29,17.43142857,2.3,28.54285714,7.628571429,33.9,24.4,21.3,142
1991,43,50.24,299.89142860000004,299.99285710000004,295.4557143,302.0,298.0,12.6,76.77714286,50.24,16.85,2.814285714,27.82857143,7.085714286,32.8,23.3,3.5,129
1991,44,72.61,299.9057143,299.99285710000004,295.91857139999996,302.4,298.1,26.83,78.98714286,72.61,17.37571429,3.042857143,28.11428571,7.257142857000001,32.8,24.4,4.8,140
1991,45,42.92,299.09,299.2785714,295.56714289999996,302.6,297.3,74.83,81.05857143,42.92,16.96714286,2.9,27.18571429,6.757142857000001,32.2,22.8,41.4,140
1991,46,78.73,298.68571430000003,298.7857143,295.61571430000004,301.0,297.4,72.7,83.51428571,78.73,17.06142857,1.971428571,26.65714286,6.742857142999999,31.1,22.2,28.2,127
1991,47,0.0,298.6985714,298.70714289999995,294.03,300.8,297.1,15.1,75.54857143,0.0,15.46,2.271428571,26.31428571,6.8142857139999995,30.0,22.2,9.4,129
1991,48,35.34,298.3757143,298.5,294.93857139999994,301.1,296.9,78.43,81.48571429,35.34,16.32285714,2.028571429,26.27142857,6.585714286,30.0,22.2,76.2,169
1991,49,0.0,298.64285710000007,298.84285710000006,294.9742857,300.5,297.7,35.1,80.27571429,0.0,16.34,1.8,26.72857143,6.0571428570000005,30.6,23.3,19.6,141
1991,50,0.0,298.5185714,298.59285710000006,294.51428569999996,300.2,297.3,26.8,78.62142857,0.0,15.88428571,2.014285714,25.61428571,5.857142857,29.4,21.7,34.2,108
1991,51,0.0,298.0842857,298.1357143,292.86571430000004,299.6,296.6,8.76,72.86142857,0.0,14.33571429,2.0714285709999998,25.0,6.157142857,28.9,20.6,6.1,78
1991,52,0.0,296.52142860000004,296.50714289999996,292.04571430000004,299.2,294.3,19.3,76.12714286,0.0,13.63571429,2.214285714,24.35714286,6.1857142860000005,28.3,19.4,13.7,70
1992,2,200.85,297.91285710000005,298.12142860000006,294.45714289999995,300.4,296.1,18.3,81.3,200.85,15.87857143,2.3,25.65714286,7.5,30.6,20.6,58.2,104
1992,3,3.12,297.3385714,297.48571430000004,294.46714289999994,300.2,295.6,19.8,84.11714286,3.12,15.83285714,1.857142857,25.47142857,6.171428571,31.1,21.7,32.3,90
1992,4,0.0,297.09142860000003,297.3357143,293.02142860000004,299.5,295.6,5.11,78.29142857,0.0,14.48285714,2.357142857,24.85714286,7.4428571429999995,30.6,20.0,1.3,85
1992,5,0.0,297.42,297.55,292.7185714,299.3,295.5,6.5,75.22,0.0,14.18571429,2.442857143,24.8,6.585714286,28.9,20.0,9.2,55
1992,6,0.0,296.92,297.12857139999994,292.6171429,300.7,294.5,16.2,77.05857143,0.0,14.12285714,3.4,24.71428571,7.357142857,30.6,20.0,3.0,53
1992,10,0.0,297.65142860000003,297.8,293.31714289999996,299.8,295.7,5.5,76.87857143,0.0,14.70142857,2.314285714,25.65714286,7.8142857139999995,31.1,20.6,2.9,59
1992,11,23.22,297.63428569999996,297.7857143,293.54,299.6,296.1,12.6,78.05714286,23.22,14.94428571,2.514285714,25.78571429,7.757142857000001,31.7,21.7,5.9,40
1992,12,0.0,297.94714289999996,298.15,293.7085714,300.4,295.5,3.56,77.50571429,0.0,15.13571429,2.7,26.1,7.857142857,31.1,21.7,4.8,37
1992,13,0.0,297.2185714,297.42857139999995,293.5785714,300.3,295.8,21.0,80.23857143,0.0,14.96857143,2.8,26.2,5.714285714,32.2,22.2,2.3,29
1992,14,122.27,297.98285710000005,298.07142860000005,293.88428569999996,300.2,296.0,16.2,78.06714286,122.27,15.26428571,2.742857143,26.22857143,7.528571428999999,31.1,21.7,24.1,30
1992,15,43.21,298.68285710000004,298.87857139999994,294.1957143,301.6,295.9,11.1,76.37571429,43.21,15.61285714,3.6142857139999998,26.98571429,7.842857143,32.8,21.7,0.0,30
1992,16,83.11,297.83142860000004,298.0,294.9428571,300.4,296.6,70.6,84.18428571,83.11,16.32428571,2.142857143,26.81428571,5.885714286,31.7,22.8,24.5,28
1992,17,36.16,298.0885714,298.25714289999996,294.04857139999996,300.6,296.5,25.8,78.42571429,36.16,15.45285714,2.8285714289999997,26.67142857,7.242857142999999,31.7,22.2,4.6,23
1992,18,0.0,298.19714289999996,298.52142860000004,293.4,302.1,295.6,4.0,74.93285714,0.0,14.9,3.6142857139999998,27.37142857,6.5,33.9,23.3,1.6,24
1992,19,13.92,298.3357143,298.4428571,294.2214286,302.1,296.0,45.0,78.48,13.92,15.75,3.0,26.78571429,6.914285714,33.9,22.2,32.0,29
1992,20,2.94,298.3342857,298.51428569999996,294.2757143,300.4,296.4,27.5,78.38142857,2.94,15.68714286,2.228571429,27.44285714,5.957142857000001,31.1,22.8,8.1,26
1992,21,71.85,298.40857139999997,298.5571429,295.76714289999995,301.0,296.8,570.5,85.64714286,71.85,17.23285714,2.714285714,27.85714286,6.771428571,32.8,23.3,22.1,23
1992,22,186.25,298.61571430000004,298.75,296.3342857,301.4,297.0,130.3,87.30142857,186.25,17.83285714,2.357142857,27.42857143,5.957142857000001,31.7,23.9,80.2,20
1992,23,42.24,299.1042857,299.22857139999996,296.52285710000007,301.0,297.8,50.0,85.82714286,42.24,17.99571429,2.114285714,27.5,6.914285714,31.7,22.8,103.9,19
1992,24,43.21,298.90142860000003,298.9642857,296.1542857,300.5,297.6,43.8,84.87,43.21,17.57,1.9857142859999999,28.2,6.871428571,32.8,24.4,102.4,20
1992,25,52.07,298.9314286,298.95714289999995,296.04285710000005,301.0,297.0,37.1,84.24857143,52.07,17.44142857,2.0,28.28571429,6.742857142999999,32.8,24.4,29.8,26
1992,26,52.96,299.5685714,299.55,296.38428569999996,301.8,298.0,33.7,82.77714286,52.96,17.80714286,1.728571429,28.48571429,7.028571428999999,32.8,23.9,5.4,29
1992,27,10.74,300.1771429,300.37857139999994,296.2757143,301.8,298.3,10.0,79.33428571,10.74,17.66714286,2.271428571,29.22857143,6.642857143,33.3,25.6,3.1,31
1992,28,1.86,300.2857143,300.56428569999997,296.1985714,302.2,298.7,5.4,78.49714286,1.86,17.56857143,2.785714286,28.72857143,6.614285714,32.8,24.4,1.8,28
1992,29,94.14,299.79,299.8285714,296.05285710000004,301.8,298.0,46.1,80.15,94.14,17.43,2.0,27.62857143,6.042857142999999,31.7,23.9,45.2,26
1992,30,33.51,299.22714289999993,299.37142860000006,295.8757143,301.1,298.0,69.04,81.98428571,33.51,17.24857143,2.028571429,27.55714286,6.857142857,31.7,23.3,41.0,32
1992,31,31.12,299.0257143,299.10714289999993,295.74571430000003,300.8,297.7,58.8,82.34571429,31.12,17.11428571,1.8142857140000002,27.97142857,6.928571429,32.2,22.8,14.2,35
1992,32,59.22,299.7557143,299.9142857,296.15857139999997,301.5,297.6,27.1,80.78428571,59.22,17.54714286,2.4285714290000002,28.07142857,6.1,31.7,23.3,16.6,33
1992,33,65.55,299.2157143,299.2214286,296.00714289999996,301.3,297.8,81.8,82.75,65.55,17.41571429,1.9571428569999998,27.67142857,7.5571428570000005,31.7,22.8,41.9,30
1992,34,68.22,299.4914286,299.73571430000004,296.2142857,301.9,298.3,61.6,82.31714286,68.22,17.60142857,2.242857143,28.21428571,6.928571429,33.9,24.4,42.7,52
1992,35,27.7,300.06714289999996,300.15714289999994,296.0571429,302.2,298.1,28.9,78.86428571,27.7,17.45857143,2.4285714290000002,28.27142857,6.828571429,32.2,23.9,3.1,59
1992,36,61.55,300.10857139999996,300.15714289999994,296.17571430000004,302.0,298.4,34.36,79.20428571,61.55,17.56428571,2.2,28.72857143,7.485714286,34.4,24.4,6.5,67
1992,37,21.34,299.72714289999993,299.75714289999996,295.93714289999997,302.2,298.2,87.2,79.93,21.34,17.35285714,2.028571429,28.02857143,6.542857142999999,32.2,23.9,23.6,65
1992,38,41.32,299.97857139999996,300.07142860000005,296.1114286,302.2,298.4,32.6,79.52571429,41.32,17.54142857,2.3428571430000003,28.14285714,7.085714286,32.8,23.9,28.9,74
1992,39,95.55,299.29285710000005,299.37857139999994,296.2814286,301.4,297.9,116.79,83.7,95.55,17.75142857,2.042857143,27.55714286,7.242857142999999,32.8,23.3,60.9,70
1992,40,97.7,299.6242857,299.70714289999995,296.13,302.3,297.6,34.2,81.29714286,97.7,17.60428571,2.3,27.97142857,7.228571429,33.3,23.3,22.6,61
1992,41,23.1,300.26714289999995,300.3285714,296.4242857,302.8,298.3,19.4,79.73714286,23.1,17.89714286,3.257142857,28.88571429,7.8,35.0,23.9,0.0,53
1992,42,18.95,300.11857139999995,300.22857139999996,295.89285710000007,302.6,297.7,11.3,77.83428571,18.95,17.30857143,2.971428571,29.15714286,7.114285714,33.3,25.0,8.0,76
1992,43,12.18,299.84857139999997,299.9142857,295.6457143,301.6,298.4,21.5,77.87571429,12.18,17.04428571,2.514285714,28.65714286,7.457142857000001,32.8,23.9,11.9,61
1992,44,80.58,299.80285710000004,299.84285710000006,295.80571430000003,302.3,297.0,25.0,78.91,80.58,17.24714286,3.028571429,28.67142857,7.285714286,33.3,23.9,18.6,57
1992,45,64.0,299.8071429,299.85,296.27,301.5,298.5,27.7,81.05285714,64.0,17.73,2.0714285709999998,28.38571429,7.7,33.3,22.2,14.2,44
1992,46,40.06,299.0414286,299.20714289999995,295.07428569999996,300.9,297.4,31.72,79.01285714,40.06,16.48142857,2.414285714,27.54285714,6.842857143,31.7,22.8,161.0,34
1992,47,43.44,298.34285710000006,298.2857143,294.65285710000006,300.6,296.6,49.97,80.25571429,43.44,16.06714286,1.8285714290000001,26.68571429,7.0,31.1,22.2,26.1,47
1992,48,47.42,298.6642857,298.74285710000004,296.0414286,301.1,296.9,128.1,85.58714286,47.42,17.52857143,2.0,27.4,6.771428571,32.8,23.3,46.3,60
1992,49,53.73,298.46,298.55,295.2528571,300.6,297.0,54.8,82.64857143,53.73,16.67857143,1.928571429,26.62857143,7.242857142999999,31.1,22.2,62.6,60
1992,50,86.28,298.7342857,298.9142857,294.65,300.5,297.5,19.23,78.31142857,86.28,16.02428571,2.114285714,26.91428571,7.1857142860000005,31.1,22.2,9.4,53
1992,51,0.0,298.2857143,298.50714289999996,293.8285714,300.7,296.4,24.94,76.66142857,0.0,15.25142857,2.642857143,26.68571429,8.385714286,32.2,21.7,47.5,36
1992,52,0.0,297.17285710000004,297.35,292.8,299.1,296.1,23.8,76.75714286,0.0,14.32428571,1.928571429,25.91428571,6.485714286,29.4,21.7,5.5,31
1993,1,46.79,297.46714289999994,297.55,294.15,299.4,296.1,41.9,81.87857143,46.79,15.52,1.9,25.87142857,6.5,30.6,21.7,28.0,32
1993,2,0.0,297.33142860000004,297.34285710000006,293.0685714,299.2,296.2,27.5,77.14428571,0.0,14.46714286,1.714285714,24.5,7.042857142999999,28.3,20.6,23.5,28
1993,3,0.0,297.40142860000003,297.62857139999994,293.0757143,299.5,296.2,11.2,76.98428571,0.0,14.49,2.2,24.85714286,7.128571429,30.0,20.0,6.6,33
1993,4,0.0,296.96714289999994,297.12857139999994,292.84142860000003,299.2,295.5,21.8,77.86285714,0.0,14.30714286,2.085714286,24.4,6.1,28.9,20.0,15.2,33
1993,5,75.97,297.6242857,297.68571430000003,294.03285710000006,300.4,295.6,26.3,80.61,75.97,15.45285714,2.085714286,26.67142857,7.642857143,31.7,19.4,9.4,35
1993,6,0.0,296.5942857,296.8,292.87142860000006,299.7,294.7,14.3,79.82571429,0.0,14.38571429,2.3428571430000003,25.42857143,6.742857142999999,30.0,20.6,2.1,22
1993,7,14.71,297.76,297.9714286,293.34285710000006,299.6,296.4,7.2,76.53285714,14.71,14.75285714,2.485714286,26.27142857,8.1,31.7,20.6,2.8,13
1993,8,0.0,296.7685714,296.87142860000006,292.3014286,300.1,294.6,21.5,76.21714286,0.0,13.82714286,2.7714285710000004,25.7,7.3,32.2,20.6,5.5,13
1993,9,0.0,297.01428569999996,297.24285710000004,291.9114286,299.7,295.2,1.8,73.22571429,0.0,13.49428571,2.8,25.57142857,8.157142857,30.0,21.1,2.3,21
1993,10,0.0,296.42571430000004,296.64285710000007,290.7757143,298.9,294.1,2.7,70.64571429,0.0,12.58285714,2.485714286,24.9,7.614285714,29.4,19.4,2.5,17
1993,11,9.68,297.8557143,298.01428569999996,293.6928571,300.4,295.5,10.5,77.78428571,9.68,15.06428571,2.685714286,26.92857143,8.471428571,33.3,21.1,0.5,11
1993,12,27.0,297.5857143,297.6714286,293.22285710000006,299.8,296.3,13.0,76.84857143,27.0,14.64857143,2.257142857,26.14285714,7.528571428999999,31.1,20.6,12.8,8
1993,13,0.0,297.34,297.4428571,293.81285710000003,299.4,295.7,20.27,80.79571429,0.0,15.2,2.142857143,26.88571429,7.628571429,32.8,22.2,4.1,8
1993,14,7.49,297.74571430000003,297.89285710000007,293.7528571,300.1,296.2,14.2,78.56428571,7.49,15.16285714,2.357142857,27.2,7.714285714,32.8,21.1,4.6,6
1993,15,19.74,298.0128571,298.0,294.0657143,300.1,295.9,23.2,78.96142857,19.74,15.5,3.057142857,27.07142857,7.785714286,33.3,22.2,11.7,6
1993,16,114.85,297.5285714,297.74285710000004,294.0728571,300.1,294.5,63.49,81.27142857,114.85,15.48857143,2.7714285710000004,25.87142857,7.4428571429999995,31.1,21.7,8.4,7
1993,17,33.35,298.59142860000003,298.6928571,295.19428569999997,300.4,297.0,34.3,81.65571429,33.35,16.59714286,2.471428571,27.48571429,8.385714286,32.8,22.2,28.3,12
